actors,awards,country,director,genre,imdbID,imdbRating,imdbVotes,language,metascore,plot,poster,rated,released,runtime,title,type,writer,year
"Melissa George, Oded Fehr, Christian Campbell, Alice Krige",N/A,USA,Amanda Gusack,"Crime, Drama, Mystery",tt1074191,6.1,"1,659",English,N/A,The story follows a young woman as she's put through a psychological journey under the thumb of a mysterious figure who suspects her husband of stealing millions from a crime syndicate.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2OTc3MDM2NV5BMl5BanBnXkFtZTcwODY1MTk5Mw@@._V1_SX300.jpg,N/A,27 Sep 2008,98 min,The Betrayed,movie,Amanda Gusack,2008
"Joe Pantoliano, Wade Dominguez, Elizabeth Berkley, Michael Chiklis",N/A,USA,Avi Nesher,"Action, Comedy, Crime",tt0138862,5.5,373,"English, Russian",48,A tax investigator chasing a tax evader stumbles over a series of bloody murders and gets involved in an investigation with a rookie cop despite his boss' orders to stay out of the way.,http://ia.media-imdb.com/images/M/MV5BM2RkNmYwMjItNTY0ZS00ZWQ1LWFlODYtZGUxOGNiYjI3ZmVmXkEyXkFqcGdeQXVyMzU0NzkwMDg@._V1_SX300.jpg,R,17 Sep 1999,104 min,Taxman,movie,"Avi Nesher, Roger H. Berger",1998
"Bob Proctor, Joe Vitale, John Assaraf, Loral Langemeier",N/A,"Australia, USA",Drew Heriot,Documentary,tt0846789,5.7,"9,957",English,N/A,"Interviews with leading authors, philosophers, scientists, with an in-depth discussion of the Law of Attraction. The audience is shown how they can learn and use 'The Secret' in their everyday lives.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTk2NDkyMDAxN15BMl5BanBnXkFtZTcwNDM0MDA0MQ@@._V1_SX300.jpg,N/A,13 Sep 2007,90 min,The Secret,movie,Rhonda Byrne (original concept),2006
"Mark Thompson, Mark Pellegrino, Teri Polo, Kevin Pollak",N/A,USA,Charles Adelman,"Horror, Thriller",tt1002561,4.8,976,English,N/A,"A police profiler has just returned from psychiatric leave only to find that he is caught up in a serial killer's rampage. Fighting to keep buried the trauma of his childhood, he must confront the all too-familiar flesh masks that the killer leaves on the faces of his victims. He must face his own demons along with the killer to save his small eroding existence.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAxNjU2OTQwNV5BMl5BanBnXkFtZTcwNjM0MTM1MQ@@._V1_SX300.jpg,N/A,25 Apr 2009,96 min,2:13,movie,Mark Thompson,2009
"Peter Weller, Ariel Winter, Michael Emerson, David Selby",1 win & 1 nomination.,USA,Jay Oliva,"Animation, Action, Crime",tt2166834,8.4,"32,279",English,N/A,The Batman has returned after a 10-year absence. The Gotham authorities want to arrest him. An old foe wants a reunion. The Feds want the Man of Tomorrow to put a stop to him.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1Mjk1NTY2NV5BMl5BanBnXkFtZTgwMTA2MDEwNzE@._V1_SX300.jpg,PG-13,29 Jan 2013,76 min,"Batman: The Dark Knight Returns, Part 2",movie,"Bob Kane (character created by: Batman), Jerry Siegel (character created by: Superman), Joe Shuster (character created by: Superman), Frank Miller (comic book), Klaus Janson (comic book), Bob Goodman",2013
"Peter Agnefjall, Tasso Azevedo, Neal Barnard, Jerry Brown",N/A,USA,Charles Ferguson,Documentary,tt5001130,6.9,78,English,75,"Academy Award®-Winning documentary filmmaker Charles Ferguson (Inside Job, No End in Sight) turns his lens to address worldwide climate change challenges and solutions in his new film TIME TO CHOOSE. Featuring narration by award-winning actor Oscar Isaac, TIME TO CHOOSE leaves audiences understanding not only what is wrong, but what can to be done to fix this global threat. Ferguson explores the comprehensive scope of the climate change crisis and examines the power of solutions already available. Through interviews with world-renowned entrepreneurs, innovators, thought leaders and brave individuals living on the front lines of climate change, Ferguson takes an In-depth look at the remarkable people working to save our planet.",N/A,N/A,03 Jun 2016,100 min,Time to Choose,movie,"Chad Beck, Charles Ferguson",2015
"Dominic Purcell, Ralitsa Paskaleva, Daria Simeonova, Petra Gocheva",N/A,"Canada, Bulgaria",Uwe Boll,"Action, Adventure, Fantasy",tt2379386,3.2,"1,332",English,N/A,Dominic Purcell transforms from modern-day hitman to medieval warrior in this action-packed adventure inspired by the video game series Dungeon Siege. Experience all the mind-blowing special effects that bring the nonstop action to life. A contract killer is transported back to the middle ages where he must fight a massive army - and a fire-breathing dragon - in an all-out battle for survival!,https://images-na.ssl-images-amazon.com/images/M/MV5BZWZhOWI0NGQtMDI2My00OGUxLWE2NjYtNDBjNzQ4YjJkMGQxXkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,R,26 Feb 2014,86 min,In the Name of the King: The Last Job,movie,Joel Ross (story and screenplay),2014
"Abigail Breslin, Sean Bean, James Purefoy, Alexa PenaVega",1 nomination.,USA,Mark Young,"Action, Crime, Drama",tt2761578,5.4,"1,983",English,N/A,"Hannah and Amber Baker are trapped in a dark Southern underworld of violence, drugs and bikers. Both live in fear of their &quot;Uncle Frank&quot; Stinson, the ruthless leader of a crime organization.",https://images-na.ssl-images-amazon.com/images/M/MV5BMzQ5MjgwOTkzN15BMl5BanBnXkFtZTgwMjE1NzUzMTE@._V1_SX300.jpg,NOT RATED,04 Mar 2014,92 min,Wicked Blood,movie,Mark Young,2014
"Scott Eastwood, Rita Wilson, Kim Matula, Chris Brochu",1 nomination.,N/A,Daniel Petrie Jr.,"Drama, Thriller",tt2073661,4.8,463,English,24,A surfer-turned-Marine held at gunpoint in a distant desert tells his tragic story of revenge gone wrong to stall his execution.,http://ia.media-imdb.com/images/M/MV5BMjM2MjAyMDc0OV5BMl5BanBnXkFtZTgwMzc5MTQxNTE@._V1_SX300.jpg,N/A,05 Jun 2015,88 min,Dawn Patrol,movie,"Rachel Long, Brian Pittman",2014
"Glen Murphy, Ray Winstone, Serena Iansiti, Giovanni Capalbo",N/A,UK,Antonio Simoncini,"Crime, Mystery, Thriller",tt1800337,3.1,609,"English, Italian",N/A,"London gangster, Tony Lord, is the son of the notoriously ruthless, Terry Lord (Ray Winstone). After a standard shake down goes awry, Tony must confront his father's past in order to alter the gritty, abusive path that his life is spiraling down.",http://ia.media-imdb.com/images/M/MV5BMTQ3OTgyMTQ4NV5BMl5BanBnXkFtZTcwNjM1MTI2OQ@@._V1_SX300.jpg,R,01 Sep 2015,90 min,Lords of London,movie,Antonio Simoncini,2014
"Mel Brooks, Madeline Kahn, Cloris Leachman, Harvey Korman",N/A,USA,Mel Brooks,Comedy,tt0076141,6.7,"15,425",English,N/A,"Dr. Richard Thorndyke arrives as new administrator of the Psychoneurotic Institute for the Very, VERY Nervous to discover some suspicious goings-on. When he's framed for murder, Dr. Thorndyke must confront his own psychiatric condition, &quot;high anxiety,&quot; in order to clear his name. An homage to the films of Alfred Hitchcock; contains many parodies of famous Hitchcock scenes from THE BIRDS, PSYCHO, and VERTIGO.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI3NTM1OTc2Ml5BMl5BanBnXkFtZTcwNjQyNjQzMQ@@._V1_SX300.jpg,PG,25 Dec 1977,94 min,High Anxiety,movie,"Mel Brooks, Ron Clark, Rudy De Luca, Barry Levinson",1977
"Charles Berling, Romane Bohringer, Jules Sitruk, Morgan Freeman",Won 1 Oscar. Another 21 wins & 15 nominations.,France,Luc Jacquet,Documentary,tt0428803,7.6,"47,157","French, English",79,"In the Antarctic, every March since the beginning of time, the quest begins to find the perfect mate and start a family.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTM1NDc5MDYxMl5BMl5BanBnXkFtZTcwMjMzNDAzMQ@@._V1_SX300.jpg,G,22 Jul 2005,80 min,March of the Penguins,movie,"Luc Jacquet (scenario), Luc Jacquet (adaptation), Michel Fessler (adaptation), Jordan Roberts (narration: US edited version)",2005
"Kevin Spacey, Paul Bettany, Jeremy Irons, Zachary Quinto",Nominated for 1 Oscar. Another 8 wins & 23 nominations.,USA,J.C. Chandor,"Biography, Drama, History",tt1615147,7.1,"94,355",English,76,"A respected financial company is downsizing and one of the victims is the risk management division head, who was working on a major analysis just when he was let go. His protégé completes the study late into the night and then frantically calls his colleagues in about the company's financial disaster he has discovered. What follows is a long night of panicked double checking and double dealing as the senior management prepare to do whatever it takes to mitigate the debacle to come even as the handful of conscientious comrades find themselves dragged along into the unethical abyss.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE5NzkyNDI2Nl5BMl5BanBnXkFtZTcwMTYzNDc2Ng@@._V1_SX300.jpg,R,29 Sep 2011,107 min,Margin Call,movie,J.C. Chandor,2011
"Josh Hartnett, Naomie Harris, Adam Scott, Robin Tunney",N/A,USA,Austin Chick,Drama,tt0470679,5.4,"3,741",English,39,"Tom and Josh Sterling have a start-up dot-com. It's gone public to initial success. Josh is the technical genius. Tom is the fast-talking and abrasive CEO, in charge of the business side. It's August, 2001, less than a month before they can sell their shares and, perhaps, make lots of money. But the company is running out of cash, its main client is stalling, and share values are falling. For Tom to maintain the firm's appearance, he must find cash: investors could rescue him, but at a high cost of his potential wealth and company control. Tom goes to his brother for a loan. At the same time, an old flame, Sarrah, comes back to the city. Can Tom hold things together, bravura and all?",https://images-na.ssl-images-amazon.com/images/M/MV5BMTMwODMwOTUzNl5BMl5BanBnXkFtZTcwNjQ3MjM3MQ@@._V1_SX300.jpg,R,08 Oct 2009,88 min,August,movie,Howard A. Rodman,2008
"Kathryn Alexander, Teodorina Bello, Kate Blumberg, Jonah Bobo",2 wins & 6 nominations.,USA,Clark Gregg,"Comedy, Drama",tt1024715,6.5,"28,707",English,47,A sex-addicted con-man pays for his mother's hospital bills by playing on the sympathies of those who rescue him from choking to death.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxMDI4MTE0Ml5BMl5BanBnXkFtZTcwNTg0NDI3MQ@@._V1_SX300.jpg,R,26 Sep 2008,92 min,Choke,movie,"Clark Gregg (screenplay), Chuck Palahniuk (novel)",2008
"Miles Teller, J.K. Simmons, Paul Reiser, Melissa Benoist",Won 3 Oscars. Another 87 wins & 132 nominations.,USA,Damien Chazelle,"Drama, Music",tt2582802,8.5,"421,684",English,88,"A young and talented drummer attending a prestigious music academy finds himself under the wing of the most respected professor at the school, one who does not hold back on abuse towards his students. The two form an odd relationship as the student wants to achieve greatness, and the professor pushes him.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU4OTQ3MDUyMV5BMl5BanBnXkFtZTgwOTA2MjU0MjE@._V1_SX300.jpg,R,15 Oct 2014,107 min,Whiplash,movie,Damien Chazelle,2014
"Alexandre Rodrigues, Leandro Firmino, Phellipe Haagensen, Douglas Silva",Nominated for 4 Oscars. Another 65 wins & 37 nominations.,"Brazil, France","Fernando Meirelles, Kátia Lund","Crime, Drama",tt0317248,8.7,"544,402",Portuguese,79,"Two boys growing up in a violent neighborhood of Rio de Janeiro take different paths: one becomes a photographer, the other a drug dealer.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4ODQ3ODkzNV5BMl5BanBnXkFtZTYwOTc4NDI3._V1_SX300.jpg,R,13 Feb 2004,130 min,City of God,movie,"Paulo Lins (novel), Bráulio Mantovani (screenplay)",2002
"John Simm, Lorraine Pilkington, Shaun Parkes, Nicola Reynolds",9 wins & 7 nominations.,"UK, Ireland",Justin Kerrigan,"Comedy, Music",tt0188674,7.1,"19,377",English,53,"The Cardiff club scene in the 90's: five best friends deal with their relationships and their personal demons during a weekend. Jip calls himself a sexual paranoid, afraid he's impotent. Lulu, Jip's mate, doesn't find much to fancy in men. Nina hates her job at a fast food joint, and her man, Koop, who dreams of being a great hip-hop d.j., is prone to fits of un-provoked jealousy. The fifth is Moff, whose family is down on his behavior. Starting Friday afternoon, with preparations for clubbing, we follow the five from Ecstacy-induced fun through a booze-laden come-down early Saturday morning followed by the weekend's aftermath. It's breakthrough time for at least three of them.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTcxNzQ1OTQ4Ml5BMl5BanBnXkFtZTcwNjc4MTIyMQ@@._V1_SX300.jpg,R,05 May 2000,99 min,Human Traffic,movie,Justin Kerrigan,1999
"Kat Dennings, Chad Michael Murray, Rupert Friend, Mark Saul",6 wins & 3 nominations.,USA,Nathan Frankowski,"Biography, Drama, Music",tt1850418,6.6,"2,185",English,N/A,"A drama centered around Renee Yohe and her battle with drugs, depression, and other life issues that ultimately leads to the founding of charity group To Write Love on Her Arms.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NzQ3MzE1Ml5BMl5BanBnXkFtZTgwNDAxNTI0NDE@._V1_SX300.jpg,PG-13,03 Mar 2015,102 min,Day One,movie,"Kate King Lynch (screenplay), Nathan Frankowski (story), Bob Massey (story consultant), Josh Lujan Loveless (story consultant), Jamie Tworkowski (story consultant)",2012
"Toni Collette, Piper Laurie, Donnie Smith, Michael Raysses",2 wins & 4 nominations.,USA,Karen Moncrieff,"Crime, Drama, Mystery",tt0783238,6.7,"12,439",English,65,The clues to a young woman's death come together as the lives of seemingly unrelated people begin to intersect.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzE4MDYzMzg3MF5BMl5BanBnXkFtZTcwNDU2ODA0MQ@@._V1_SX300.jpg,R,26 Apr 2007,85 min,The Dead Girl,movie,Karen Moncrieff,2006
"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse Fogelstrøm",Nominated for 1 Oscar. Another 35 wins & 64 nominations.,"Denmark, Sweden",Thomas Vinterberg,Drama,tt2106476,8.3,"176,979","Danish, English, Polish",76,"Lucas is a Kindergarten teacher who takes great care of his students. Unfortunately for him, young Klara has a run-away imagination and concocts a lie about her teacher. Before Lucas is even able to understand the consequences, he has become the outcast of the town. The hunt is on to prove his innocence before it's taken from him for good.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_SX300.jpg,R,10 Jan 2013,115 min,The Hunt,movie,"Tobias Lindholm (screenplay), Thomas Vinterberg (screenplay)",2012
"Melinda Dillon, Darren McGavin, Peter Billingsley, Scott Schwartz",3 wins & 11 nominations.,"USA, Canada",Bob Clark,"Comedy, Family",tt0085334,8.1,"105,615",English,77,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTI1NzY1NjkyMV5BMl5BanBnXkFtZTcwMjYxNjE0MQ@@._V1_SX300.jpg,PG,18 Nov 1983,94 min,A Christmas Story,movie,"Jean Shepherd (based on the novel &quot;In God We Trust,  All Others Pay Cash&quot; by), Jean Shepherd (screenplay), Leigh Brown (screenplay), Bob Clark (screenplay)",1983
"Eduardo Verástegui, Tammy Blanchard, Manny Perez, Angélica Aragón",6 wins.,"USA, Mexico",Alejandro Monteverde,"Drama, Romance",tt0482463,7.4,"9,607","English, Spanish",47,"An international soccer star is on his way to sign a multimillion-dollar contract when a series of events unfold that bring his career to an abrupt end. A beautiful waitress, struggling to make it in New York City, discovers something about herself that she's unprepared for. In one irreversible moment, their lives are turned upside down... until a simple gesture of kindness brings them both together, turning an ordinary day to an unforgettable experience.",http://ia.media-imdb.com/images/M/MV5BNzI4OTYwOTg0MF5BMl5BanBnXkFtZTcwMTM1MjUyNw@@._V1_SX300.jpg,PG-13,30 Nov 2007,91 min,Bella,movie,"Alejandro Monteverde, Patrick Million, Leo Severino",2006
